onset	duration	condition	target	response	acc	rt	stimuli
5.0	0.5	3	1	1	1	1058	22
16.0	0.5	3	1	-1	0	0	17
22.0	0.5	2	1	1	1	888	9
31.0	0.5	6	2	2	1	1278	22
38.0	0.5	3	1	1	1	787	25
43.0	0.5	1	1	1	1	794	1
49.0	0.5	3	1	1	1	899	26
56.100000000000001	0.5	5	2	2	1	767	9
62.0	0.5	2	1	1	1	881	10
67.0	0.5	3	1	1	1	822	24
73.0	0.5	6	2	2	1	802	17
79.0	0.5	6	2	2	1	866	25
86.0	0.5	1	1	1	1	812	2
93.0	0.5	4	2	2	1	805	1
101.0	0.5	3	1	1	1	933	21
109.0	0.5	6	2	2	1	793	26
120.0	0.5	3	1	1	1	876	32
132.0	0.5	3	1	1	1	934	27
141.0	0.5	3	1	1	1	846	23
151.0	0.5	5	2	2	1	963	10
162.0	0.5	4	2	2	1	1181	2
172.0	0.5	1	1	1	1	900	4
180.0	0.5	6	2	2	1	1207	24
185.0	0.5	1	1	1	1	839	7
195.0	0.5	6	2	2	1	713	21
204.0	0.5	2	1	1	1	1270	13
216.0	0.5	3	1	1	1	935	28
228.0	0.5	6	2	2	1	889	23
238.0	0.5	6	2	2	1	858	32
243.0	0.5	1	1	1	1	964	5
248.0	0.5	6	2	2	1	739	27
260.0	0.5	4	2	2	1	841	4
267.0	0.5	2	1	1	1	922	16
278.0	0.5	4	2	2	1	998	7
284.0	0.5	1	1	1	1	915	8
296.0	0.5	5	2	2	1	761	13
303.0	0.5	3	1	1	1	913	30
311.0	0.5	3	1	1	1	922	31
318.0	0.5	2	1	1	1	1267	14
325.0	0.5	6	2	2	1	759	28
335.0	0.5	4	2	2	1	965	5
344.0	0.5	6	2	2	1	809	30
352.0	0.5	3	1	1	1	876	18
361.0	0.5	4	2	2	1	761	8
373.0	0.5	2	1	1	1	936	15
381.0	0.5	5	2	2	1	975	16
389.0	0.5	5	2	2	1	1234	14
394.0	0.5	6	2	2	1	812	31
403.0	0.5	1	1	1	1	784	6
412.0	0.5	3	1	1	1	842	29
423.0	0.5	3	1	1	1	986	20
428.0	0.5	5	2	2	1	707	15
438.10000000000002	0.5	3	1	1	1	864	19
448.0	0.5	6	2	2	1	736	20
459.0	0.5	2	1	1	1	866	12
469.0	0.5	6	2	2	1	805	29
477.0	0.5	2	1	1	1	877	11
483.0	0.5	6	2	2	1	742	19
495.0	0.5	4	2	2	1	834	6
500.0	0.5	5	2	2	1	811	12
512.0	0.5	1	1	-1	0	0	3
523.0	0.5	5	2	2	1	903	11
532.0	0.5	6	2	2	1	875	18
538.0	0.5	4	2	2	1	788	3
