onset	duration	condition	target	response	acc	rt	stimuli
5.0	0.5	3	1	1	1	564	22
16.0	0.5	3	1	1	1	473	17
22.0	0.5	2	1	1	1	511	9
31.0	0.5	6	2	1	0	406	22
38.0	0.5	3	1	1	1	524	25
43.0	0.5	1	1	1	1	424	1
49.0	0.5	3	1	1	1	489	26
56.100000000000001	0.5	5	2	1	0	483	9
62.100000000000001	0.5	2	1	1	1	546	10
67.0	0.5	3	1	1	1	802	24
73.0	0.5	6	2	2	1	525	17
79.0	0.5	6	2	2	1	512	25
86.0	0.5	1	1	2	0	418	2
93.0	0.5	4	2	2	1	543	1
101.0	0.5	3	1	1	1	560	21
109.0	0.5	6	2	2	1	620	26
120.0	0.5	3	1	1	1	558	32
132.09999999999999	0.5	3	1	1	1	579	27
141.0	0.5	3	1	1	1	544	23
151.0	0.5	5	2	2	1	517	10
162.0	0.5	4	2	2	1	519	2
172.0	0.5	1	1	1	1	560	4
180.09999999999999	0.5	6	2	2	1	691	24
185.09999999999999	0.5	1	1	1	1	571	7
195.0	0.5	6	2	2	1	557	21
204.09999999999999	0.5	2	1	1	1	738	13
216.09999999999999	0.5	3	1	1	1	571	28
228.09999999999999	0.5	6	2	2	1	541	23
238.0	0.5	6	2	2	1	726	32
243.0	0.5	1	1	1	1	607	5
248.0	0.5	6	2	1	0	576	27
260.0	0.5	4	2	2	1	530	4
267.10000000000002	0.5	2	1	1	1	542	16
278.0	0.5	4	2	1	0	560	7
284.0	0.5	1	1	1	1	544	8
296.0	0.5	5	2	2	1	552	13
303.0	0.5	3	1	1	1	546	30
311.0	0.5	3	1	1	1	644	31
318.10000000000002	0.5	2	1	1	1	552	14
325.0	0.5	6	2	2	1	577	28
335.0	0.5	4	2	2	1	510	5
344.10000000000002	0.5	6	2	2	1	598	30
352.0	0.5	3	1	2	0	516	18
361.0	0.5	4	2	2	1	577	8
373.0	0.5	2	1	1	1	607	15
381.0	0.5	5	2	1	0	691	16
389.0	0.5	5	2	2	1	627	14
394.10000000000002	0.5	6	2	2	1	560	31
403.0	0.5	1	1	1	1	624	6
412.0	0.5	3	1	1	1	563	29
423.0	0.5	3	1	2	0	588	20
428.0	0.5	5	2	2	1	518	15
438.10000000000002	0.5	3	1	1	1	609	19
448.0	0.5	6	2	2	1	501	20
459.0	0.5	2	1	1	1	653	12
469.0	0.5	6	2	2	1	526	29
477.0	0.5	2	1	1	1	552	11
483.10000000000002	0.5	6	2	2	1	531	19
495.0	0.5	4	2	2	1	570	6
500.0	0.5	5	2	2	1	533	12
512.10000000000002	0.5	1	1	1	1	555	3
523.10000000000002	0.5	5	2	2	1	539	11
532.0	0.5	6	2	2	1	555	18
538.0	0.5	4	2	2	1	481	3
