onset	duration	condition	target	response	acc	rt	stimuli
5.0	0.5	3	1	1	1	1158	17
16.0	0.5	1	1	1	1	687	2
23.0	0.5	3	1	1	1	636	22
33.0	0.5	6	2	2	1	964	17
41.0	0.5	3	1	1	1	650	25
49.0	0.5	3	1	1	1	751	26
61.0	0.5	6	2	2	1	889	22
68.0	0.5	1	1	1	1	762	1
76.0	0.5	3	2	1	0	845	24
88.0	0.5	2	1	1	1	695	9
93.0	0.5	4	2	2	1	774	2
100.0	0.5	6	2	2	1	818	25
108.0	0.5	3	1	1	1	667	32
114.0	0.5	6	2	2	1	716	26
123.0	0.5	2	1	1	1	733	10
129.0	0.5	6	2	2	1	750	32
135.0	0.5	4	2	2	1	945	1
143.0	0.5	1	1	1	1	786	4
154.0	0.5	3	1	1	1	1036	23
160.0	0.5	6	2	2	1	951	24
166.0	0.5	3	1	2	0	1080	21
177.0	0.5	5	2	2	1	921	9
182.0	0.5	2	1	-1	0	0	13
193.0	0.5	3	1	1	1	635	27
201.0	0.5	1	1	1	1	942	7
206.0	0.5	5	2	2	1	880	10
215.0	0.5	3	1	1	1	778	28
220.0	0.5	6	2	2	1	698	23
229.0	0.5	2	1	1	1	684	16
238.0	0.5	4	2	2	1	877	4
247.0	0.5	6	2	2	1	767	27
259.0	0.5	6	2	2	1	803	21
266.0	0.5	1	1	1	1	844	5
278.0	0.5	5	2	2	1	797	13
285.0	0.5	4	2	1	0	786	7
290.0	0.5	3	1	1	1	826	30
297.0	0.5	3	1	1	1	787	31
306.0	0.5	5	2	2	1	820	16
317.0	0.5	2	1	1	1	1134	14
327.0	0.5	6	2	2	1	810	28
332.0	0.5	1	1	1	1	843	8
342.0	0.5	6	2	2	1	789	30
352.0	0.5	2	1	1	1	847	15
364.0	0.5	4	2	2	1	963	8
374.0	0.5	6	2	2	1	772	31
386.0	0.5	4	2	2	1	757	5
392.0	0.5	3	1	1	1	910	20
402.0	0.5	5	2	2	1	867	14
412.0	0.5	3	1	1	1	997	29
421.0	0.5	1	1	1	1	854	6
427.0	0.5	5	2	2	1	860	15
435.0	0.5	2	1	1	1	903	12
443.0	0.5	3	1	1	1	716	18
450.0	0.5	3	1	1	1	782	19
455.0	0.5	6	2	2	1	933	20
460.0	0.5	6	2	2	1	839	29
471.0	0.5	1	1	1	1	848	3
480.0	0.5	6	2	2	1	844	19
490.0	0.5	4	2	2	1	821	6
501.0	0.5	6	2	2	1	734	18
512.0	0.5	2	1	1	1	921	11
519.0	0.5	5	2	2	1	730	12
525.0	0.5	4	2	2	1	776	3
537.0	0.5	5	2	2	1	814	11
