onset	duration	condition	target	response	acc	rt	stimuli
5.0	0.5	3	1	1	1	811	17
16.100000000000001	0.5	1	1	1	1	783	2
23.0	0.5	3	1	1	1	443	22
33.0	0.5	6	2	1	0	379	17
41.0	0.5	3	1	1	1	666	25
49.0	0.5	3	1	1	1	636	26
61.0	0.5	6	2	2	1	624	22
68.0	0.5	1	1	1	1	767	1
76.0	0.5	3	2	1	0	986	24
88.0	0.5	2	1	1	1	812	9
93.0	0.5	4	2	2	1	653	2
100.0	0.5	6	2	2	1	769	25
108.0	0.5	3	1	1	1	730	32
114.0	0.5	6	2	2	1	882	26
123.0	0.5	2	1	1	1	779	10
129.0	0.5	6	2	1	0	1148	32
135.0	0.5	4	2	2	1	819	1
143.0	0.5	1	1	1	1	753	4
154.0	0.5	3	1	1	1	843	23
160.0	0.5	6	2	2	1	907	24
166.0	0.5	3	1	1	1	812	21
177.0	0.5	5	2	-1	0	0	9
182.0	0.5	2	1	1	1	817	13
193.0	0.5	3	1	1	1	748	27
201.0	0.5	1	1	1	1	873	7
206.0	0.5	5	2	2	1	885	10
215.0	0.5	3	1	1	1	743	28
220.0	0.5	6	2	2	1	864	23
229.0	0.5	2	1	1	1	871	16
238.0	0.5	4	2	2	1	844	4
247.0	0.5	6	2	2	1	845	27
259.0	0.5	6	2	2	1	749	21
266.0	0.5	1	1	-1	0	0	5
278.0	0.5	5	2	2	1	779	13
285.0	0.5	4	2	2	1	590	7
290.0	0.5	3	1	1	1	823	30
297.0	0.5	3	1	1	1	864	31
306.0	0.5	5	2	2	1	1210	16
317.0	0.5	2	1	1	1	802	14
327.0	0.5	6	2	2	1	775	28
332.0	0.5	1	1	2	0	801	8
342.0	0.5	6	2	2	1	785	30
352.0	0.5	2	1	1	1	1075	15
364.0	0.5	4	2	2	1	685	8
374.0	0.5	6	2	2	1	608	31
386.0	0.5	4	2	2	1	865	5
392.0	0.5	3	1	1	1	787	20
402.0	0.5	5	2	2	1	804	14
412.0	0.5	3	1	1	1	1200	29
421.0	0.5	1	1	1	1	834	6
427.0	0.5	5	2	2	1	651	15
435.0	0.5	2	1	1	1	811	12
443.0	0.5	3	1	1	1	837	18
450.0	0.5	3	1	1	1	825	19
455.0	0.5	6	2	2	1	705	20
460.0	0.5	6	2	2	1	683	29
471.0	0.5	1	1	1	1	1092	3
480.0	0.5	6	2	2	1	632	19
490.0	0.5	4	2	2	1	578	6
501.0	0.5	6	2	2	1	635	18
512.0	0.5	2	1	1	1	869	11
519.0	0.5	5	2	2	1	646	12
525.0	0.5	4	2	2	1	703	3
537.0	0.5	5	2	2	1	858	11
