onset	duration	condition	target	response	acc	rt	stimuli
5.0	0.5	3	1	2	1	1078	17
16.0	0.5	1	1	2	1	768	2
23.0	0.5	3	1	2	1	995	22
33.0	0.5	6	2	1	1	805	17
41.0	0.5	3	1	2	1	860	25
49.0	0.5	3	1	2	1	1239	26
61.0	0.5	6	2	1	1	1001	22
68.0	0.5	1	1	-1	1	0	1
76.0	0.5	3	2	-1	1	0	24
88.0	0.5	2	1	2	1	1048	9
93.0	0.5	4	2	-1	1	0	2
100.0	0.5	6	2	1	1	1010	25
108.0	0.5	3	1	2	1	843	32
114.0	0.5	6	2	-1	1	0	26
123.0	0.5	2	1	2	1	944	10
129.0	0.5	6	2	-1	1	0	32
135.0	0.5	4	2	1	1	824	1
143.0	0.5	1	1	2	1	972	4
154.0	0.5	3	1	2	1	869	23
160.0	0.5	6	2	1	1	808	24
166.0	0.5	3	1	2	1	785	21
177.0	0.5	5	2	-1	1	0	9
182.0	0.5	2	1	2	1	795	13
193.0	0.5	3	1	2	1	868	27
201.0	0.5	1	1	-1	1	0	7
206.0	0.5	5	2	1	1	745	10
215.0	0.5	3	1	-1	1	0	28
220.0	0.5	6	2	1	1	1092	23
229.09999999999999	0.5	2	1	2	1	1176	16
238.0	0.5	4	2	1	1	882	4
247.0	0.5	6	2	1	1	895	27
259.0	0.5	6	2	1	1	572	21
266.0	0.5	1	1	2	1	1029	5
278.0	0.5	5	2	-1	1	0	13
285.0	0.5	4	2	1	1	850	7
290.0	0.5	3	1	2	1	835	30
297.0	0.5	3	1	2	1	827	31
306.0	0.5	5	2	1	1	1022	16
317.0	0.5	2	1	2	1	774	14
327.0	0.5	6	2	1	1	995	28
332.0	0.5	1	1	-1	1	0	8
342.0	0.5	6	2	1	1	797	30
352.0	0.5	2	1	2	1	927	15
364.0	0.5	4	2	1	1	739	8
374.0	0.5	6	2	1	1	766	31
386.0	0.5	4	2	1	1	678	5
392.0	0.5	3	1	2	1	776	20
402.0	0.5	5	2	1	1	1001	14
412.0	0.5	3	1	2	1	709	29
421.0	0.5	1	1	2	1	886	6
427.0	0.5	5	2	1	1	784	15
435.0	0.5	2	1	2	1	736	12
443.0	0.5	3	1	2	1	1244	18
450.0	0.5	3	1	2	1	949	19
455.0	0.5	6	2	1	1	727	20
460.0	0.5	6	2	1	1	607	29
471.0	0.5	1	1	2	1	1096	3
480.0	0.5	6	2	1	1	930	19
490.0	0.5	4	2	1	1	707	6
501.0	0.5	6	2	1	1	663	18
512.0	0.5	2	1	2	1	882	11
519.0	0.5	5	2	1	1	819	12
525.0	0.5	4	2	1	1	744	3
537.0	0.5	5	2	1	1	743	11
