onset	duration	condition	target	response	acc	rt	stimuli
5.0	0.5	1	1	2	1	1111	2
17.0	0.5	3	1	2	1	765	17
22.0	0.5	3	1	2	1	713	22
27.0	0.5	4	2	1	1	762	2
34.0	0.5	3	1	2	1	731	25
44.0	0.5	1	1	-1	1	0	1
54.0	0.5	6	2	-1	1	0	22
64.0	0.5	3	1	2	1	730	26
70.0	0.5	2	1	2	1	738	9
77.0	0.5	3	1	2	1	843	24
86.0	0.5	6	2	1	1	784	17
98.0	0.5	5	2	-1	1	0	25
106.0	0.5	2	1	2	1	739	10
112.0	0.5	4	2	1	1	732	1
120.0	0.5	3	1	2	1	732	21
132.0	0.5	3	1	2	1	698	32
140.0	0.5	5	2	1	1	674	26
147.0	0.5	1	1	2	1	730	4
155.0	0.5	3	1	2	1	789	23
164.0	0.5	6	2	1	1	856	9
173.0	0.5	6	2	1	1	1226	10
179.0	0.5	2	1	2	1	691	13
188.0	0.5	6	2	1	1	1012	24
197.0	0.5	3	1	2	1	679	27
205.0	0.5	6	2	1	1	617	21
212.0	0.5	1	1	2	1	737	7
218.0	0.5	3	1	2	1	946	28
224.0	0.5	6	2	1	1	1212	23
235.0	0.5	5	2	-1	1	0	32
245.0	0.5	2	1	2	1	858	16
255.0	0.5	5	2	1	1	715	27
267.0	0.5	4	2	1	1	724	4
272.0	0.5	1	1	2	1	702	5
279.0	0.5	6	2	1	1	672	13
285.0	0.5	3	1	2	1	849	30
292.0	0.5	4	2	1	1	739	7
298.0	0.5	1	1	2	1	595	8
309.0	0.5	3	1	2	1	1059	31
320.0	0.5	2	1	2	1	679	14
328.0	0.5	5	2	2	0	1043	28
339.0	0.5	6	2	-1	1	0	16
347.0	0.5	5	2	1	1	766	30
353.0	0.5	2	1	2	1	630	15
358.0	0.5	4	2	1	1	824	8
370.0	0.5	5	2	1	1	812	31
375.0	0.5	4	2	1	1	844	5
385.0	0.5	3	1	2	1	743	20
395.0	0.5	6	2	1	1	640	14
403.0	0.5	1	1	-1	1	0	6
408.0	0.5	3	1	1	0	761	29
415.0	0.5	6	2	2	0	982	15
427.0	0.5	6	2	2	0	676	18
432.0	0.5	3	1	2	1	735	19
443.0	0.5	1	1	2	1	855	3
452.0	0.5	6	2	-1	1	0	20
459.0	0.5	5	2	1	1	744	29
468.0	0.5	6	2	1	1	712	19
479.0	0.5	2	1	2	1	727	12
490.0	0.5	4	2	-1	1	0	6
499.0	0.5	4	2	1	1	597	3
510.0	0.5	2	1	2	1	840	11
522.0	0.5	6	2	-1	1	0	12
527.0	0.5	3	1	1	0	851	18
539.0	0.5	6	2	1	1	727	11
