onset	duration	condition	target	response	acc	rt	stimuli
5.0	0.5	3	1	1	1	379	22
12.0	0.5	3	1	1	1	635	17
21.0	0.5	3	1	1	1	660	25
27.0	0.5	6	2	2	1	828	22
33.0	0.5	1	1	1	1	1038	1
45.0	0.5	2	1	1	1	824	9
51.0	0.5	3	1	1	1	812	26
61.0	0.5	6	2	2	1	835	25
66.0	0.5	2	1	1	1	677	10
76.0	0.5	3	1	1	1	870	24
86.0	0.5	6	2	2	1	1072	17
93.0	0.5	1	1	1	1	829	2
98.0	0.5	4	2	2	1	797	1
110.0	0.5	3	1	1	1	845	21
117.0	0.5	5	2	1	0	757	9
129.0	0.5	6	2	2	1	896	26
141.0	0.5	1	1	1	1	1022	4
150.0	0.5	3	1	1	1	1079	27
162.0	0.5	1	1	1	1	834	7
170.0	0.5	5	2	2	1	914	10
179.0	0.5	4	2	2	1	1156	2
190.0	0.5	3	1	1	1	895	32
198.0	0.5	6	2	2	1	809	24
209.0	0.5	3	1	1	1	770	23
214.0	0.5	6	2	2	1	923	21
219.0	0.5	2	1	1	1	901	13
231.0	0.5	3	1	1	1	782	28
243.0	0.5	6	2	2	1	889	23
255.0	0.5	4	2	-1	0	0	4
264.0	0.5	1	1	1	1	904	5
271.0	0.5	6	2	2	1	886	27
282.0	0.5	6	2	-1	0	0	32
292.0	0.5	2	1	-1	0	0	16
301.0	0.5	4	2	2	1	1165	7
307.0	0.5	3	1	1	1	1023	31
315.0	0.5	5	2	2	1	1058	13
320.0	0.5	1	1	-1	0	0	8
330.0	0.5	3	1	1	1	965	30
341.0	0.5	2	1	1	1	768	14
346.0	0.5	6	2	2	1	866	28
355.0	0.5	4	2	2	1	819	5
362.0	0.5	6	2	2	1	812	30
370.0	0.5	3	1	1	1	916	18
376.0	0.5	4	2	2	1	872	8
381.10000000000002	0.5	2	1	1	1	1001	15
392.0	0.5	5	2	-1	0	0	16
403.0	0.5	5	2	2	1	828	14
413.0	0.5	6	2	2	1	1077	31
420.0	0.5	1	1	1	1	1169	6
431.0	0.5	3	1	1	1	1154	29
440.0	0.5	3	1	1	1	909	20
451.0	0.5	5	2	2	1	899	15
457.0	0.5	3	1	1	1	1073	19
462.0	0.5	6	2	-1	0	0	20
468.10000000000002	0.5	2	1	1	1	995	12
475.0	0.5	6	2	2	1	900	29
485.0	0.5	1	1	1	1	861	3
491.0	0.5	6	2	2	1	1127	18
500.0	0.5	4	2	2	1	1056	6
510.0	0.5	6	2	2	1	938	19
518.0	0.5	2	1	1	1	1213	11
526.0	0.5	4	2	2	1	791	3
534.0	0.5	5	2	2	1	839	12
542.0	0.5	5	2	2	1	895	11
